역코드,역명,승강기명,운행구간,설치위치,승강기 구분
514,마곡,승강기)에스컬레이터 4,F1-B1,외부,ES
514,마곡,승강기)에스컬레이터 5,B1-F1,외부,ES
514,마곡,승강기)에스컬레이터 6,F1-B1,외부,ES
514,마곡,승강기)에스컬레이터 7,B1-F1,외부,ES
514,마곡,승강기)에스컬레이터 8,F1-B1,외부,ES
514,마곡,승강기)에스컬레이터 9,B1-F1,외부,ES
514,마곡,승강기)엘리베이터 1,B1-B2,내부,EV
514,마곡,승강기)엘리베이터 2,B1-B2,내부,EV
514,마곡,승강기)엘리베이터 3,F1-B1,1번 출구측,EV
514,마곡,승강기)엘리베이터 4,F1-B1,6.7번 출구측,EV
514,마곡,승강기)엘리베이터 5,F1-B1,3번 출구측,EV
514,마곡,승강기)엘리베이터 6,F1-B1,45번 출구측,EV
515,발산,승강기)엘리베이터 1,B1-B2,내부,EV
515,발산,승강기)엘리베이터 2,B1-B2,내부,EV
515,발산,승강기)엘리베이터 3,F1-B1,7번 출구측,EV
516,우장산,승강기)에스컬레이터 1,B1-F1,외부,ES
516,우장산,승강기)에스컬레이터 2,B1-F1,외부,ES
516,우장산,승강기)에스컬레이터 3,B1-F1,외부,ES
516,우장산,승강기)에스컬레이터 4,F1-B1,외부,ES
516,우장산,승강기)엘리베이터 1,B1-B2,내부,EV
516,우장산,승강기)엘리베이터 2,B1-B2,내부,EV
516,우장산,승강기)엘리베이터 3,F1-B1,1번 출구측,EV
517,화곡,승강기)에스컬레이터 1,B2-B1,내부,ES
517,화곡,승강기)에스컬레이터 2,B1-B2,내부,ES
517,화곡,승강기)에스컬레이터 3,B1-F1,외부,ES
517,화곡,승강기)에스컬레이터 4,F1-B1,외부,ES
517,화곡,승강기)엘리베이터 1,B1-B2,내부,EV
517,화곡,승강기)엘리베이터 2,F1-B1,12번 출구측,EV
518,까치산(5),승강기)에스컬레이터 1,B1-B5,내부,ES
518,까치산(5),승강기)에스컬레이터 10,F1-B1,외부,ES
518,까치산(5),승강기)에스컬레이터 11,F1-B1,외부,ES
518,까치산(5),승강기)에스컬레이터 12,B1-F1,외부,ES
518,까치산(5),승강기)에스컬레이터 2,B5-B1,내부,ES
518,까치산(5),승강기)에스컬레이터 3,B1-B5,내부,ES
518,까치산(5),승강기)에스컬레이터 4,B5-B1,내부,ES
518,까치산(5),승강기)에스컬레이터 5,B5-B1,내부,ES
518,까치산(5),승강기)에스컬레이터 6,B1-B5,내부,ES
518,까치산(5),승강기)에스컬레이터 7,B5-B1,내부,ES
518,까치산(5),승강기)에스컬레이터 8,B1-B5,내부,ES
518,까치산(5),승강기)에스컬레이터 9,B1-F1,외부,ES
518,까치산(5),승강기)엘리베이터 1,B1-B4,내부,EV
518,까치산(5),승강기)엘리베이터 2,B1-F1,외부,EV
518,까치산(5),승강기)휠체어리프트 1,B4-B5,내부,WL
518,까치산(5),승강기)휠체어리프트 2,B4-B5,내부,WL
518,까치산(5),승강기)휠체어리프트 3,F1-B1,외부,WL
519,신정,승강기)에스컬레이터 1,B3-B2,내부,ES
519,신정,승강기)에스컬레이터 10,BM-F1,외부,ES
519,신정,승강기)에스컬레이터 2,B2-B3,내부,ES
519,신정,승강기)에스컬레이터 3,B3-B2,내부,ES
519,신정,승강기)에스컬레이터 4,B2-B3,내부,ES
519,신정,승강기)에스컬레이터 5,B2-B1,내부,ES
519,신정,승강기)에스컬레이터 6,B1-B2,내부,ES
519,신정,승강기)에스컬레이터 7,B2-B1,내부,ES
519,신정,승강기)에스컬레이터 8,B1-B2,내부,ES
519,신정,승강기)에스컬레이터 9,F1-BM,외부,ES
519,신정,승강기)엘리베이터 1,B2-B3,내부,EV
519,신정,승강기)엘리베이터 2,B2-B3,내부,EV
520,목동,승강기)에스컬레이터 1,B1-F1,외부,ES
520,목동,승강기)에스컬레이터 2,F1-B1,외부,ES
520,목동,승강기)에스컬레이터 3,F1-B1,3번 출구,ES
520,목동,승강기)에스컬레이터 4,B1-F1,3번 출구,ES
520,목동,승강기)엘리베이터 1,B1-B2,내부,EV
520,목동,승강기)엘리베이터 2,B1-B2,내부,EV
520,목동,승강기)엘리베이터 3,F1-B1,5번 출구측,EV
521,오목교,승강기)에스컬레이터 1,B2-F1,3번 출구측,ES
521,오목교,승강기)에스컬레이터 10,B2-B3,내부,ES
521,오목교,승강기)에스컬레이터 2,B2-F1,7번 출구측,ES
521,오목교,승강기)에스컬레이터 3,B2-M1,내부,ES
521,오목교,승강기)에스컬레이터 4,B1-B2,내부,ES
521,오목교,승강기)에스컬레이터 5,B2-B1,내부,ES
521,오목교,승강기)에스컬레이터 6,B1-BM1,내부,ES
521,오목교,승강기)에스컬레이터 7,B3-B2,내부,ES
521,오목교,승강기)에스컬레이터 8,B2-B3,내부,ES
521,오목교,승강기)에스컬레이터 9,B3-B2,내부,ES
521,오목교,승강기)엘리베이터 1,B1-B3,내부,EV
521,오목교,승강기)엘리베이터 2,B1-B3,내부,EV
521,오목교,승강기)엘리베이터 3,F1-B1,7번 출구측,EV
522,양평(5),승강기)에스컬레이터 1,B1-B3,내부,ES
522,양평(5),승강기)에스컬레이터 2,B1-B3,내부,ES
522,양평(5),승강기)에스컬레이터 3,B3-B1,내부,ES
522,양평(5),승강기)에스컬레이터 4,B3-B1,내부,ES
522,양평(5),승강기)에스컬레이터 5,BM1-F1,외부,ES
522,양평(5),승강기)에스컬레이터 6,F1-BM1,외부,ES
522,양평(5),승강기)에스컬레이터 7,B4-B3,내부,ES
522,양평(5),승강기)에스컬레이터 8,B3-B4,내부,ES
522,양평(5),승강기)엘리베이터 1,B1-B5,내부,EV
522,양평(5),승강기)엘리베이터 2,B4-B5,내부,EV
522,양평(5),승강기)엘리베이터 3,F1-B1,2번 출구측,EV
523,영등포구청(5),승강기)에스컬레이터 1,B1-B3,내부,ES
523,영등포구청(5),승강기)에스컬레이터 10,B5-B4,내부,ES
523,영등포구청(5),승강기)에스컬레이터 11,F1-B1,외부,ES
523,영등포구청(5),승강기)에스컬레이터 12,B1-F1,외부,ES
523,영등포구청(5),승강기)에스컬레이터 13,B4-B3,내부,ES
523,영등포구청(5),승강기)에스컬레이터 14,B3-B4,내부,ES
523,영등포구청(5),승강기)에스컬레이터 2,B1-B3,내부,ES
523,영등포구청(5),승강기)에스컬레이터 3,B3-B1,내부,ES
523,영등포구청(5),승강기)에스컬레이터 4,B3-B1,내부,ES
523,영등포구청(5),승강기)에스컬레이터 5,B1-B4,내부,ES
523,영등포구청(5),승강기)에스컬레이터 6,B4-B1,내부,ES
523,영등포구청(5),승강기)에스컬레이터 7,B4-B1,내부,ES
523,영등포구청(5),승강기)에스컬레이터 8,B4-B5,내부,ES
523,영등포구청(5),승강기)에스컬레이터 9,B5-B4,내부,ES
523,영등포구청(5),승강기)엘리베이터 1,F1-B5,외부,EV
523,영등포구청(5),승강기)엘리베이터 2,B4-B5,내부,EV
523,영등포구청(5),승강기)엘리베이터 3,B4-B5,내부,EV
523,영등포구청(5),승강기)엘리베이터 4,B4-B5,내부,EV
523,영등포구청(5),승강기)휠체어리프트 2,B4-B5,내부,WL
523,영등포구청(5),승강기)휠체어리프트 3,B2-B4,내부,WL
524,영등포시장,승강기)에스컬레이터 1,B3-B5,내부,ES
524,영등포시장,승강기)에스컬레이터 2,B5-B3,내부,ES
524,영등포시장,승강기)에스컬레이터 3,B2-B1,내부,ES
524,영등포시장,승강기)에스컬레이터 4,B1-B2,내부,ES
524,영등포시장,승강기)에스컬레이터 5,B2-B3,내부,ES
524,영등포시장,승강기)에스컬레이터 6,B3-B2,내부,ES
524,영등포시장,승강기)에스컬레이터 7,B1-1F,2번 출구측,ES
524,영등포시장,승강기)에스컬레이터 8,1F-B1,2번 출구측,ES
524,영등포시장,승강기)엘리베이터,,,EV
524,영등포시장,승강기)엘리베이터 1,B5-B6,내부,EV
524,영등포시장,승강기)엘리베이터 2,B1-B6,내부,EV
524,영등포시장,승강기)엘리베이터 3,B1-F1,2번 출구측,EV
525,신길(5),승강기)에스컬레이터 1,,외부,ES
525,신길(5),승강기)에스컬레이터 1,B3-F1,외부,ES
525,신길(5),승강기)에스컬레이터 2,F1-B3,외부,ES
525,신길(5),승강기)에스컬레이터 2,,외부,ES
525,신길(5),승강기)에스컬레이터 3,B1-B3,내부,ES
525,신길(5),승강기)에스컬레이터 4,B1-B3,내부,ES
525,신길(5),승강기)에스컬레이터 5,B3-B1,내부,ES
525,신길(5),승강기)에스컬레이터 6,B3-B1,내부,ES
525,신길(5),승강기)에스컬레이터 7,B3-B4,내부,ES
525,신길(5),승강기)에스컬레이터 8,B4-B3,내부,ES
525,신길(5),승강기)에스컬레이터 9,B4-B3,내부,ES
525,신길(5),승강기)엘리베이터 1,B4-B3,내부,EV
525,신길(5),승강기)엘리베이터 2,B4-B3,내부,EV
525,신길(5),승강기)엘리베이터 3,B2-F1,3번 출구측,EV
525,신길(5),승강기)엘리베이터 4,B4-B3,내부,EV
525,신길(5),승강기)엘리베이터 5,B4-B3,내부,EV
525,신길(5),승강기)엘리베이터 6,B3-B1,내부,EV
525,신길(5),승강기)휠체어리프트 1,B3-B4,내부,WL
525,신길(5),승강기)휠체어리프트 3,B1-B3,내부,WL
526,여의도(5),승강기)에스컬레이터 1,B1-B3,내부,ES
526,여의도(5),승강기)에스컬레이터 2,B3-B1,내부,ES
526,여의도(5),승강기)에스컬레이터 3,B3-B1,내부,ES
526,여의도(5),승강기)에스컬레이터 4,B1-B3,내부,ES
526,여의도(5),승강기)엘리베이터 1,B1-B4,내부,EV
526,여의도(5),승강기)엘리베이터 2,B1-B4,내부,EV
527,여의나루,승강기)에스컬레이터 1,B4-B2,내부,ES
527,여의나루,승강기)에스컬레이터 10,F1-B1,외부,ES
527,여의나루,승강기)에스컬레이터 11,B1-F1,외부,ES
527,여의나루,승강기)에스컬레이터 2,B4-B2,내부,ES
527,여의나루,승강기)에스컬레이터 3,B2-B4,내부,ES
527,여의나루,승강기)에스컬레이터 4,B2-B4,내부,ES
527,여의나루,승강기)에스컬레이터 5,B3-B1,내부,ES
527,여의나루,승강기)에스컬레이터 6,B1-B3,내부,ES
527,여의나루,승강기)에스컬레이터 7,B1-BM1,내부,ES
527,여의나루,승강기)에스컬레이터 8,B1-BM1,내부,ES
527,여의나루,승강기)에스컬레이터 9,BM1-B1,내부,ES
527,여의나루,승강기)엘리베이터 1,B1-B5,내부,EV
527,여의나루,승강기)엘리베이터 2,BM1-B1,내부,EV
527,여의나루,승강기)엘리베이터 3,F1-BM1,4번 출구측,EV
528,마포,승강기)에스컬레이터 1,B1-B3,내부,ES
528,마포,승강기)에스컬레이터 10,F1-B1,외부,ES
528,마포,승강기)에스컬레이터 2,B3-B1,내부,ES
528,마포,승강기)에스컬레이터 3,B3-B1,내부,ES
528,마포,승강기)에스컬레이터 4,B1-B3,내부,ES
528,마포,승강기)에스컬레이터 5,F1-B1,외부,ES
528,마포,승강기)에스컬레이터 6,B1-F1,외부,ES
528,마포,승강기)에스컬레이터 7,B3-B4,내부,ES
528,마포,승강기)에스컬레이터 8,B4-B3,내부,ES
528,마포,승강기)에스컬레이터 9,B1-F1,외부,ES
528,마포,승강기)엘리베이터 1,B1-B5,내부,EV
528,마포,승강기)엘리베이터 2,F1-B1,2번 출구측,EV
529,공덕(5),승강기)에스컬레이터 1,B3-B2,내부,ES
529,공덕(5),승강기)에스컬레이터 10,B1-F1,외부,ES
529,공덕(5),승강기)에스컬레이터 11,B1-BM1,내부,ES
529,공덕(5),승강기)에스컬레이터 2,B2-B3,내부,ES
529,공덕(5),승강기)에스컬레이터 3,B3-B2,내부,ES
529,공덕(5),승강기)에스컬레이터 4,B2-B3,내부,ES
529,공덕(5),승강기)에스컬레이터 5,B2-B1,내부,ES
529,공덕(5),승강기)에스컬레이터 6,B1-B2,내부,ES
529,공덕(5),승강기)에스컬레이터 7,B1-B2,내부,ES
529,공덕(5),승강기)에스컬레이터 8,B2-B1,내부,ES
529,공덕(5),승강기)에스컬레이터 9,F1-B1,외부,ES
529,공덕(5),승강기)엘리베이터 1,B1-B3,내부,EV
529,공덕(5),승강기)엘리베이터 2,F1-B1,2번 출구측,EV
530,애오개,승강기)에스컬레이터 1,B3-B1,내부,ES
530,애오개,승강기)에스컬레이터 2,B1-B3,내부,ES
530,애오개,승강기)에스컬레이터 3,B3-B1,내부,ES
530,애오개,승강기)에스컬레이터 4,B1-B3,내부,ES
530,애오개,승강기)에스컬레이터 5,BM1-F1,외부,ES
530,애오개,승강기)에스컬레이터 6,F1-BM1,외부,ES
530,애오개,승강기)엘리베이터 1,B3-B4,내부,EV
530,애오개,승강기)엘리베이터 2,B3-B4,내부,EV
530,애오개,승강기)엘리베이터 3,B1-B3,내부,EV
530,애오개,승강기)엘리베이터 4,F1-B1,2번 출구측,EV
530,애오개,승강기)엘리베이터 5,F1-B1,3번 출구측,EV
531,충정로(5),승강기)에스컬레이터 1,B4-B2,내부,ES
531,충정로(5),승강기)에스컬레이터 2,B4-B2,내부,ES
531,충정로(5),승강기)에스컬레이터 3,B2-B4,내부,ES
531,충정로(5),승강기)에스컬레이터 4,B2-B4,내부,ES
531,충정로(5),승강기)에스컬레이터 5,BM1-F1,건물측관리,ES
531,충정로(5),승강기)에스컬레이터 6,F1-BM1,건물측관리,ES
531,충정로(5),승강기)엘리베이터 1,B1-B5,내부,EV
531,충정로(5),승강기)엘리베이터 2,F1-B1,8번 출구측,EV
532,서대문,승강기)에스컬레이터 1,B1-B3,내부,ES
532,서대문,승강기)에스컬레이터 10,,F1-B1,ES
532,서대문,승강기)에스컬레이터 10,F1-B1,4번 출구측,ES
532,서대문,승강기)에스컬레이터 2,B3-B1,내부,ES
532,서대문,승강기)에스컬레이터 3,B3-B1,내부,ES
532,서대문,승강기)에스컬레이터 4,B1-B3,내부,ES
532,서대문,승강기)에스컬레이터 5,BM1-F1,외부,ES
532,서대문,승강기)에스컬레이터 6,F1-BM1,외부,ES
532,서대문,승강기)에스컬레이터 7,F1-B1,외부,ES
532,서대문,승강기)에스컬레이터 8,B1-F1,외부,ES
532,서대문,승강기)에스컬레이터 9,,F1-B1,ES
532,서대문,승강기)에스컬레이터 9,B1-F1,4번 출구측,ES
532,서대문,승강기)엘리베이터 1,B1-B4,내부,EV
532,서대문,승강기)엘리베이터 2,F1-B1,2번 출구측,EV
532,서대문,승강기)엘리베이터 3,F1-BM1,6번 출구측,EV
532,서대문,승강기)휠체어리프트 1,B1-B1,56번출구측,WL
533,광화문,승강기)에스컬레이터 1,B3-B2,내부,ES
533,광화문,승강기)에스컬레이터 2,B2-B3,내부,ES
533,광화문,승강기)에스컬레이터 3,B2-B1,내부,ES
533,광화문,승강기)에스컬레이터 4,B1-B2,내부,ES
533,광화문,승강기)엘리베이터 1,F1-B2,1번 출구측,EV
533,광화문,승강기)엘리베이터 2,B2-B4,내부,EV
533,광화문,승강기)휠체어리프트 2,B3-B4,내부,WL
533,광화문,승강기)휠체어리프트 3,B2-B3,내부,WL
534,종로3가(5),승강기)에스컬레이터 1,B5-B3,내부,ES
534,종로3가(5),승강기)에스컬레이터 10,B1-F1,외부,ES
534,종로3가(5),승강기)에스컬레이터 2,B3-B5,내부,ES
534,종로3가(5),승강기)에스컬레이터 3,B3-B1,내부,ES
534,종로3가(5),승강기)에스컬레이터 4,B1-B3,내부,ES
534,종로3가(5),승강기)에스컬레이터 5,B3-B4,내부,ES
534,종로3가(5),승강기)에스컬레이터 6,B3-B4,내부,ES
534,종로3가(5),승강기)에스컬레이터 7,B4-B3,내부,ES
534,종로3가(5),승강기)에스컬레이터 8,B4-B3,내부,ES
534,종로3가(5),승강기)에스컬레이터 9,F1-B1,외부,ES
534,종로3가(5),승강기)엘리베이터 1,B1-B4,내부,EV
534,종로3가(5),승강기)휠체어리프트 1,B4-B5,내부,WL
535,을지로4가(5),승강기)에스컬레이터 1,B2-B4,내부,ES
535,을지로4가(5),승강기)에스컬레이터 10,B1-F1,외부,ES
535,을지로4가(5),승강기)에스컬레이터 11,F1-B1,외부,ES
535,을지로4가(5),승강기)에스컬레이터 2,B4-B2,내부,ES
535,을지로4가(5),승강기)에스컬레이터 3,B2-B4,내부,ES
535,을지로4가(5),승강기)에스컬레이터 4,B4-B2,내부,ES
535,을지로4가(5),승강기)에스컬레이터 5,B3-B5,내부,ES
535,을지로4가(5),승강기)에스컬레이터 6,B5-B3,내부,ES
535,을지로4가(5),승강기)에스컬레이터 7,B1-B2,내부,ES
535,을지로4가(5),승강기)에스컬레이터 8,B2-B1,내부,ES
535,을지로4가(5),승강기)에스컬레이터 9,B3-B2,내부,ES
535,을지로4가(5),승강기)엘리베이터 1,B1-B5,내부,EV
536,동대문역사문화공원(5),승강기)에스컬레이터 1,B4-B2,내부,ES
536,동대문역사문화공원(5),승강기)에스컬레이터 2,B2-B4,내부,ES
536,동대문역사문화공원(5),승강기)에스컬레이터 3,B2-B4,내부,ES
536,동대문역사문화공원(5),승강기)에스컬레이터 4,B4-B2,내부,ES
536,동대문역사문화공원(5),승강기)에스컬레이터 5,B4-B2,내부,ES
536,동대문역사문화공원(5),승강기)엘리베이터 1,B1-B4,내부,EV
536,동대문역사문화공원(5),승강기)엘리베이터 2,B1-B5,내부,EV
536,동대문역사문화공원(5),승강기)휠체어리프트 1,B4-B5,내부,WL
536,동대문역사문화공원(5),승강기)휠체어리프트 4,F1-B1,외부,WL
537,청구(5),None,None,None,None
538,신금호,승강기)에스컬레이터 1,B8-B5,내부,ES
538,신금호,승강기)에스컬레이터 10,F1-B1,2번 출구측,ES
538,신금호,승강기)에스컬레이터 11,B1-1F,4번 출구측,ES
538,신금호,승강기)에스컬레이터 12,F1-B1,4번 출구측,ES
538,신금호,승강기)에스컬레이터 2,B5-B8,내부,ES
538,신금호,승강기)에스컬레이터 3,B5-B2,내부,ES
538,신금호,승강기)에스컬레이터 4,B2-B5,내부,ES
538,신금호,승강기)에스컬레이터 5,B2-B1,내부,ES
538,신금호,승강기)에스컬레이터 6,B1-B2,내부,ES
538,신금호,승강기)에스컬레이터 7,B1-1F,1번 출구측,ES
538,신금호,승강기)에스컬레이터 8,F1-B1,1번 출구측,ES
538,신금호,승강기)에스컬레이터 9,B1-1F,2번 출구측,ES
538,신금호,승강기)엘리베이터 1,B2-B8,내부,EV
538,신금호,승강기)엘리베이터 2,B2-B8,내부,EV
538,신금호,승강기)엘리베이터 3,F1-B2,2번 출구측,EV
539,행당,승강기)에스컬레이터 1,B3-B1,내부,ES
539,행당,승강기)에스컬레이터 2,B1-B3,내부,ES
539,행당,승강기)에스컬레이터 3,B1-F1,외부,ES
539,행당,승강기)에스컬레이터 4,F1-B1,외부,ES
539,행당,승강기)에스컬레이터 5,BM4-B3,내부,ES
539,행당,승강기)에스컬레이터 6,B3-BM4,내부,ES
539,행당,승강기)에스컬레이터 7,B1-F1,외부,ES
539,행당,승강기)에스컬레이터 8,F1-B1,외부,ES
539,행당,승강기)엘리베이터 1,B3-B5,내부,EV
539,행당,승강기)엘리베이터 2,B4-B5,내부,EV
539,행당,승강기)엘리베이터 3,F1-B3,3번 출구측,EV
540,왕십리(5),승강기)에스컬레이터 1,B2-B4,내부,ES
540,왕십리(5),승강기)에스컬레이터 2,B2-B4,내부,ES
540,왕십리(5),승강기)에스컬레이터 3,B4-B2,내부,ES
540,왕십리(5),승강기)에스컬레이터 4,B4-B2,내부,ES
540,왕십리(5),승강기)에스컬레이터 5,B4-B2,내부,ES
540,왕십리(5),승강기)에스컬레이터 6,B4-B2,내부,ES
540,왕십리(5),승강기)에스컬레이터 7,B2-B4,내부,ES
540,왕십리(5),승강기)에스컬레이터 8,B4-B2,내부,ES
540,왕십리(5),승강기)엘리베이터 1,F1-B4,외부,EV
540,왕십리(5),승강기)엘리베이터 2,B4-B5,내부,EV
540,왕십리(5),승강기)엘리베이터 3,B4-B5,내부,EV
